Var1	Var2
1.68359375	139.19413919414
1.6875	109.89010989011
1.69140625	95.2380952380957
1.6953125	109.89010989011
1.69921875	95.2380952380957
1.703125	68.8644688644694
1.70703125	21.9780219780225
1.7109375	-39.5604395604391
1.71484375	-36.6300366300361
1.71875	-4.39560439560389
1.72265625	-4.39560439560389
1.7265625	30.7692307692313
1.73046875	54.2124542124547
1.734375	24.9084249084254
1.73828125	16.1172161172166
1.7421875	27.8388278388283
1.74609375	33.6996336996342
1.75	54.2124542124547
1.75390625	51.2820512820518
1.7578125	39.5604395604401
1.76171875	27.8388278388283
1.765625	16.1172161172166
1.76953125	21.9780219780225
1.7734375	33.6996336996342
1.77734375	27.8388278388283
1.78125	19.0476190476196
1.78515625	24.9084249084254
1.7890625	57.1428571428576
1.79296875	45.4212454212459
1.796875	57.1428571428576
1.80078125	63.0036630036635
1.8046875	48.3516483516489
1.80859375	42.490842490843
1.8125	24.9084249084254
1.81640625	45.4212454212459
1.8203125	54.2124542124547
1.82421875	60.0732600732606
1.828125	63.0036630036635
1.83203125	54.2124542124547
1.8359375	54.2124542124547
1.83984375	57.1428571428576
1.84375	83.516483516484
1.84765625	71.7948717948723
1.8515625	68.8644688644694
1.85546875	74.7252747252752
1.859375	48.3516483516489
1.86328125	30.7692307692313
1.8671875	57.1428571428576
1.87109375	48.3516483516489
1.875	57.1428571428576
1.87890625	42.490842490843
1.8828125	33.6996336996342
1.88671875	30.7692307692313
1.890625	36.6300366300371
1.89453125	39.5604395604401
1.8984375	36.6300366300371
1.90234375	10.2564102564108
1.90625	-21.9780219780215
1.91015625	16.1172161172166
1.9140625	63.0036630036635
1.91796875	68.8644688644694
1.921875	98.1684981684987
1.92578125	101.098901098902
1.9296875	86.446886446887
1.93359375	27.8388278388283
1.9375	16.1172161172166
1.94140625	36.6300366300371
1.9453125	45.4212454212459
1.94921875	45.4212454212459
1.953125	36.6300366300371
1.95703125	54.2124542124547
1.9609375	39.5604395604401
1.96484375	48.3516483516489
1.96875	39.5604395604401
1.97265625	51.2820512820518
1.9765625	48.3516483516489
1.98046875	42.490842490843
1.984375	57.1428571428576
1.98828125	51.2820512820518
1.9921875	51.2820512820518
1.99609375	48.3516483516489
2	42.490842490843
2.00390625	51.2820512820518
2.0078125	51.2820512820518
2.01171875	45.4212454212459
2.015625	45.4212454212459
2.01953125	36.6300366300371
2.0234375	42.490842490843
2.02734375	21.9780219780225
2.03125	36.6300366300371
2.03515625	54.2124542124547
2.0390625	54.2124542124547
2.04296875	51.2820512820518
2.046875	60.0732600732606
2.05078125	57.1428571428576
2.0546875	33.6996336996342
2.05859375	7.32600732600783
2.0625	39.5604395604401
2.06640625	51.2820512820518
2.0703125	45.4212454212459
2.07421875	57.1428571428576
2.078125	71.7948717948723
2.08203125	71.7948717948723
2.0859375	54.2124542124547
2.08984375	48.3516483516489
2.09375	42.490842490843
2.09765625	45.4212454212459
2.1015625	30.7692307692313
2.10546875	45.4212454212459
2.109375	39.5604395604401
2.11328125	63.0036630036635
2.1171875	65.9340659340664
2.12109375	57.1428571428576
2.125	36.6300366300371
2.12890625	39.5604395604401
2.1328125	48.3516483516489
2.13671875	51.2820512820518
2.140625	27.8388278388283
2.14453125	48.3516483516489
2.1484375	48.3516483516489
2.15234375	57.1428571428576
2.15625	48.3516483516489
2.16015625	39.5604395604401
2.1640625	36.6300366300371
2.16796875	57.1428571428576
2.171875	48.3516483516489
2.17578125	45.4212454212459
2.1796875	51.2820512820518
2.18359375	54.2124542124547
2.1875	51.2820512820518
2.19140625	48.3516483516489
2.1953125	65.9340659340664
2.19921875	101.098901098902
2.203125	89.3772893772899
2.20703125	106.959706959707
2.2109375	74.7252747252752
2.21484375	95.2380952380957
2.21875	86.446886446887
2.22265625	101.098901098902
2.2265625	115.750915750916
2.23046875	124.542124542125
2.234375	95.2380952380957
2.23828125	68.8644688644694
2.2421875	63.0036630036635
2.24609375	48.3516483516489
2.25	42.490842490843
2.25390625	57.1428571428576
2.2578125	51.2820512820518
2.26171875	33.6996336996342
2.265625	24.9084249084254
2.26953125	54.2124542124547
2.2734375	65.9340659340664
2.27734375	80.5860805860811
2.28125	71.7948717948723
2.28515625	68.8644688644694
2.2890625	42.490842490843
2.29296875	27.8388278388283
2.296875	13.1868131868137
2.30078125	4.3956043956049
2.3046875	33.6996336996342
2.30859375	104.029304029305
2.3125	130.402930402931
2.31640625	194.871794871795
2.3203125	238.827838827839
2.32421875	329.67032967033
2.328125	329.67032967033
2.33203125	276.923076923077
2.3359375	244.688644688645
2.33984375	121.611721611722
2.34375	13.1868131868137
2.34765625	-145.054945054945
2.3515625	-203.663003663003
2.35546875	-180.21978021978
2.359375	-165.567765567765
2.36328125	-118.681318681318
2.3671875	-57.1428571428566
2.37109375	-7.32600732600682
2.375	33.6996336996342
2.37890625	48.3516483516489
2.3828125	51.2820512820518
2.38671875	104.029304029305
2.390625	86.446886446887
2.39453125	80.5860805860811
2.3984375	68.8644688644694
2.40234375	68.8644688644694
2.40625	77.6556776556782
2.41015625	71.7948717948723
2.4140625	54.2124542124547
2.41796875	36.6300366300371
2.421875	13.1868131868137
2.42578125	30.7692307692313
2.4296875	30.7692307692313
2.43359375	51.2820512820518
2.4375	36.6300366300371
2.44140625	42.490842490843
2.4453125	51.2820512820518
2.44921875	27.8388278388283
2.453125	39.5604395604401
2.45703125	45.4212454212459
2.4609375	80.5860805860811
2.46484375	95.2380952380957
2.46875	83.516483516484
2.47265625	98.1684981684987
2.4765625	106.959706959707
2.48046875	101.098901098902
2.484375	77.6556776556782
2.48828125	68.8644688644694
2.4921875	80.5860805860811
2.49609375	63.0036630036635
2.5	68.8644688644694
2.50390625	80.5860805860811
2.5078125	104.029304029305
2.51171875	112.820512820513
2.515625	109.89010989011
2.51953125	130.402930402931
2.5234375	142.124542124543
2.52734375	165.567765567766
2.53125	174.358974358975
2.53515625	209.52380952381
2.5390625	218.315018315019
2.54296875	212.454212454213
2.546875	203.663003663004
2.55078125	224.175824175825
2.5546875	230.036630036631
2.55859375	247.619047619048
2.5625	259.34065934066
2.56640625	279.85347985348
2.5703125	279.85347985348
2.57421875	285.714285714286
2.578125	259.34065934066
2.58203125	262.271062271063
2.5859375	247.619047619048
2.58984375	230.036630036631
2.59375	209.52380952381
2.59765625	215.384615384616
2.6015625	203.663003663004
2.60546875	200.732600732601
2.609375	183.150183150184
2.61328125	174.358974358975
2.6171875	150.915750915751
2.62109375	127.472527472528
2.625	98.1684981684987
2.62890625	104.029304029305
2.6328125	74.7252747252752
2.63671875	80.5860805860811
2.640625	51.2820512820518
2.64453125	57.1428571428576
2.6484375	71.7948717948723
2.65234375	60.0732600732606
2.65625	83.516483516484
2.66015625	121.611721611722
2.6640625	133.333333333334
2.66796875	127.472527472528
2.671875	104.029304029305
2.67578125	80.5860805860811
2.6796875	65.9340659340664
2.68359375	42.490842490843
2.6875	45.4212454212459
2.69140625	65.9340659340664
2.6953125	63.0036630036635
2.69921875	74.7252747252752
2.703125	71.7948717948723
2.70703125	77.6556776556782
2.7109375	89.3772893772899
2.71484375	101.098901098902
2.71875	104.029304029305
2.72265625	104.029304029305
2.7265625	101.098901098902
2.73046875	101.098901098902
2.734375	92.3076923076928
2.73828125	89.3772893772899
2.7421875	89.3772893772899
2.74609375	106.959706959707
2.75	101.098901098902
2.75390625	112.820512820513
2.7578125	121.611721611722
2.76171875	106.959706959707
2.765625	80.5860805860811
2.76953125	60.0732600732606
2.7734375	74.7252747252752
2.77734375	83.516483516484
2.78125	65.9340659340664
2.78515625	92.3076923076928
2.7890625	112.820512820513
2.79296875	92.3076923076928
2.796875	77.6556776556782
2.80078125	80.5860805860811
2.8046875	80.5860805860811
2.80859375	98.1684981684987
2.8125	112.820512820513
2.81640625	127.472527472528
2.8203125	121.611721611722
2.82421875	104.029304029305
2.828125	92.3076923076928
2.83203125	63.0036630036635
2.8359375	57.1428571428576
2.83984375	60.0732600732606
2.84375	60.0732600732606
2.84765625	71.7948717948723
2.8515625	71.7948717948723
2.85546875	80.5860805860811
2.859375	83.516483516484
2.86328125	77.6556776556782
2.8671875	80.5860805860811
2.87109375	86.446886446887
2.875	80.5860805860811
2.87890625	83.516483516484
2.8828125	83.516483516484
2.88671875	86.446886446887
2.890625	74.7252747252752
2.89453125	65.9340659340664
2.8984375	71.7948717948723
2.90234375	68.8644688644694
2.90625	71.7948717948723
2.91015625	83.516483516484
2.9140625	74.7252747252752
2.91796875	80.5860805860811
2.921875	74.7252747252752
2.92578125	77.6556776556782
2.9296875	80.5860805860811
2.93359375	83.516483516484
2.9375	77.6556776556782
2.94140625	74.7252747252752
2.9453125	60.0732600732606
2.94921875	68.8644688644694
2.953125	65.9340659340664
2.95703125	65.9340659340664
2.9609375	77.6556776556782
2.96484375	86.446886446887
2.96875	74.7252747252752
2.97265625	68.8644688644694
2.9765625	54.2124542124547
2.98046875	54.2124542124547
2.984375	60.0732600732606
2.98828125	63.0036630036635
2.9921875	80.5860805860811
2.99609375	86.446886446887
3	77.6556776556782
3.00390625	63.0036630036635
3.0078125	39.5604395604401
3.01171875	45.4212454212459
3.015625	33.6996336996342
3.01953125	48.3516483516489
3.0234375	68.8644688644694
3.02734375	95.2380952380957
3.03125	83.516483516484
3.03515625	83.516483516484
3.0390625	92.3076923076928
3.04296875	83.516483516484
3.046875	48.3516483516489
3.05078125	63.0036630036635
3.0546875	83.516483516484
3.05859375	68.8644688644694
3.0625	68.8644688644694
3.06640625	60.0732600732606
3.0703125	63.0036630036635
3.07421875	63.0036630036635
3.078125	51.2820512820518
3.08203125	48.3516483516489
3.0859375	63.0036630036635
3.08984375	68.8644688644694
3.09375	54.2124542124547
3.09765625	48.3516483516489
3.1015625	54.2124542124547
3.10546875	68.8644688644694
3.109375	65.9340659340664
3.11328125	86.446886446887
3.1171875	101.098901098902
3.12109375	112.820512820513
3.125	98.1684981684987
3.12890625	133.333333333334
3.1328125	127.472527472528
3.13671875	142.124542124543
3.140625	130.402930402931
3.14453125	101.098901098902
3.1484375	80.5860805860811
3.15234375	71.7948717948723
3.15625	74.7252747252752
3.16015625	95.2380952380957
3.1640625	106.959706959707
3.16796875	98.1684981684987
3.171875	48.3516483516489
3.17578125	39.5604395604401
3.1796875	-10.2564102564098
3.18359375	-13.1868131868127
3.1875	-1.46520146520096
3.19140625	30.7692307692313
3.1953125	39.5604395604401
3.19921875	57.1428571428576
3.203125	63.0036630036635
3.20703125	63.0036630036635
3.2109375	48.3516483516489
3.21484375	42.490842490843
3.21875	36.6300366300371
3.22265625	27.8388278388283
3.2265625	42.490842490843
3.23046875	57.1428571428576
3.234375	104.029304029305
3.23828125	153.846153846154
3.2421875	218.315018315019
3.24609375	317.948717948718
3.25	306.227106227107
3.25390625	294.505494505495
3.2578125	191.941391941392
3.26171875	21.9780219780225
3.265625	-71.7948717948713
3.26953125	-232.967032967032
3.2734375	-241.758241758241
3.27734375	-206.593406593406
3.28125	-121.611721611721
3.28515625	-89.3772893772889
3.2890625	-48.3516483516478
3.29296875	10.2564102564108
3.296875	4.3956043956049
3.30078125	1.46520146520197
3.3046875	42.490842490843
3.30859375	7.32600732600783
3.3125	4.3956043956049
3.31640625	10.2564102564108
3.3203125	24.9084249084254
3.32421875	63.0036630036635
3.328125	54.2124542124547
3.33203125	65.9340659340664
3.3359375	48.3516483516489
3.33984375	39.5604395604401
3.34375	30.7692307692313
3.34765625	24.9084249084254
3.3515625	57.1428571428576
3.35546875	45.4212454212459
3.359375	24.9084249084254
3.36328125	16.1172161172166
3.3671875	16.1172161172166
3.37109375	19.0476190476196
3.375	42.490842490843
3.37890625	48.3516483516489
3.3828125	68.8644688644694
3.38671875	77.6556776556782
3.390625	80.5860805860811
3.39453125	71.7948717948723
3.3984375	57.1428571428576
3.40234375	54.2124542124547
3.40625	27.8388278388283
3.41015625	36.6300366300371
3.4140625	30.7692307692313
3.41796875	45.4212454212459
3.421875	51.2820512820518
3.42578125	80.5860805860811
3.4296875	118.681318681319
3.43359375	112.820512820513
3.4375	145.054945054946
3.44140625	147.985347985348
3.4453125	156.776556776557
3.44921875	171.428571428572
3.453125	171.428571428572
3.45703125	197.802197802198
3.4609375	206.593406593407
3.46484375	215.384615384616
3.46875	215.384615384616
3.47265625	241.758241758242
3.4765625	244.688644688645
3.48046875	256.410256410257
3.484375	247.619047619048
3.48828125	265.201465201466
3.4921875	244.688644688645
3.49609375	224.175824175825
3.5	203.663003663004
3.50390625	203.663003663004
3.5078125	186.080586080587
3.51171875	177.289377289378
3.515625	200.732600732601
3.51953125	224.175824175825
3.5234375	232.967032967033
3.52734375	212.454212454213
3.53125	171.428571428572
3.53515625	150.915750915751
3.5390625	136.263736263737
3.54296875	109.89010989011
3.546875	98.1684981684987
3.55078125	98.1684981684987
3.5546875	77.6556776556782
3.55859375	74.7252747252752
3.5625	45.4212454212459
3.56640625	54.2124542124547
3.5703125	42.490842490843
3.57421875	51.2820512820518
3.578125	42.490842490843
3.58203125	51.2820512820518
3.5859375	30.7692307692313
3.58984375	27.8388278388283
3.59375	10.2564102564108
3.59765625	7.32600732600783
3.6015625	10.2564102564108
3.60546875	33.6996336996342
3.609375	57.1428571428576
3.61328125	42.490842490843
3.6171875	27.8388278388283
3.62109375	51.2820512820518
3.625	45.4212454212459
3.62890625	65.9340659340664
3.6328125	80.5860805860811
3.63671875	104.029304029305
3.640625	86.446886446887
3.64453125	92.3076923076928
3.6484375	65.9340659340664
3.65234375	60.0732600732606
3.65625	63.0036630036635
3.66015625	68.8644688644694
3.6640625	65.9340659340664
3.66796875	77.6556776556782
3.671875	71.7948717948723
3.67578125	65.9340659340664
3.6796875	36.6300366300371
3.68359375	-1.46520146520096
3.6875	13.1868131868137
3.69140625	39.5604395604401
3.6953125	63.0036630036635
3.69921875	57.1428571428576
3.703125	77.6556776556782
3.70703125	74.7252747252752
3.7109375	51.2820512820518
3.71484375	42.490842490843
3.71875	30.7692307692313
3.72265625	42.490842490843
3.7265625	39.5604395604401
3.73046875	36.6300366300371
3.734375	27.8388278388283
3.73828125	36.6300366300371
3.7421875	39.5604395604401
3.74609375	39.5604395604401
3.75	42.490842490843
3.75390625	48.3516483516489
3.7578125	33.6996336996342
3.76171875	10.2564102564108
3.765625	36.6300366300371
3.76953125	19.0476190476196
3.7734375	30.7692307692313
3.77734375	30.7692307692313
3.78125	51.2820512820518
3.78515625	33.6996336996342
3.7890625	39.5604395604401
3.79296875	39.5604395604401
3.796875	33.6996336996342
3.80078125	48.3516483516489
3.8046875	54.2124542124547
3.80859375	42.490842490843
3.8125	33.6996336996342
3.81640625	48.3516483516489
3.8203125	36.6300366300371
3.82421875	45.4212454212459
3.828125	54.2124542124547
3.83203125	57.1428571428576
3.8359375	63.0036630036635
3.83984375	42.490842490843
3.84375	33.6996336996342
3.84765625	21.9780219780225
3.8515625	19.0476190476196
3.85546875	16.1172161172166
3.859375	16.1172161172166
3.86328125	33.6996336996342
3.8671875	24.9084249084254
3.87109375	39.5604395604401
3.875	27.8388278388283
3.87890625	45.4212454212459
3.8828125	45.4212454212459
3.88671875	24.9084249084254
3.890625	13.1868131868137
3.89453125	21.9780219780225
3.8984375	39.5604395604401
3.90234375	54.2124542124547
3.90625	57.1428571428576
3.91015625	60.0732600732606
3.9140625	54.2124542124547
3.91796875	21.9780219780225
3.921875	13.1868131868137
3.92578125	10.2564102564108
3.9296875	16.1172161172166
3.93359375	24.9084249084254
3.9375	24.9084249084254
3.94140625	27.8388278388283
3.9453125	39.5604395604401
3.94921875	33.6996336996342
3.953125	30.7692307692313
